model,set,method_id,method,direction,f_standard,f_deviant,semitones,trough_uv,latency_ms,recovery_frac,s7_pass,s2_pass,s4_specificity,post_slope_uv_per_100ms,ctrl_min_uv,n_deviants,consensus_rank,n_agree
whisper-medium,phase2,1323,method_1323_counter,counter,1467.0,400.0,22.4976,-0.4196,180.9375,13.9177,False,True,False,1.9722,0.0474,15,150,3
whisper-medium,phase2,1383,method_1383_counter,counter,951.0,476.0,11.9818,-0.3981,120.875,4.2152,False,True,False,1.1901,-0.9916,15,84,5
whisper-medium,phase2,1766,method_1766_counter,counter,6979.0,1745.0,23.9975,-0.3901,100.875,6.1026,False,True,False,-2.5131,-6.5766,15,253,0
whisper-medium,phase2,1703,method_1703_counter,counter,3200.0,1345.0,15.0056,-0.3745,140.875,11.6138,False,True,False,-2.3918,-7.2642,15,143,3
whisper-medium,phase2,1587,method_1587_counter,counter,1903.0,872.0,13.5105,-0.3348,160.875,10.9566,False,True,False,0.6488,-0.4849,15,237,1
whisper-medium,phase2,1675,method_1675,regular,1234.0,1600.0,4.4968,-0.2992,120.9375,7.3763,False,True,True,1.2993,1.5846,15,251,0
whisper-medium,phase2,1626,method_1626_counter,counter,6979.0,951.0,34.506,-0.2876,100.875,9.656,False,True,False,-1.8393,-6.7715,15,225,1
whisper-medium,phase2,1755,method_1755_counter,counter,2691.0,1745.0,7.499,-0.2766,140.875,8.6165,False,True,False,-1.1767,-3.6985,15,247,1
whisper-medium,phase2,1880,method_1880_counter,counter,6400.0,4150.0,7.4995,-0.273,180.875,7.6343,False,True,False,0.212,-0.4342,15,243,1
whisper-medium,phase2,1552,method_1552_counter,counter,7611.0,734.0,40.4908,-0.2606,120.8125,15.8153,False,True,False,-1.3635,-6.5895,15,154,3
whisper-medium,phase2,1414,method_1414_counter,counter,951.0,519.0,10.4845,-0.2306,120.875,7.5558,False,True,False,0.7441,-0.9727,15,82,5
whisper-medium,phase2,1745,method_1745_counter,counter,4935.0,1600.0,19.4997,-0.217,200.9375,5.6912,False,True,False,-2.9318,-4.5538,15,195,2
whisper-medium,phase2,1701,method_1701_counter,counter,2691.0,1345.0,12.0064,-0.2083,160.875,36.1461,False,True,False,-1.3554,-3.7429,15,160,3
whisper-medium,phase2,1613,method_1613_counter,counter,2263.0,951.0,15.0086,-0.1949,160.875,23.4779,False,True,False,0.0261,-2.1093,15,151,3
whisper-medium,phase2,1747,method_1747_counter,counter,5869.0,1600.0,22.5005,-0.1819,140.9375,17.891,False,True,False,-1.4366,-3.9632,15,234,1
whisper-medium,phase2,1797,method_1797_counter,counter,6979.0,2075.0,20.9989,-0.1792,100.875,6.9611,False,True,False,-2.092,-5.3766,15,223,1
whisper-medium,phase2,1796,method_1796,regular,2075.0,6400.0,19.4995,-0.1259,180.9375,75.9178,False,True,False,2.6579,-0.3982,15,124,4
whisper-medium,phase2,1835,method_1835_counter,counter,6400.0,2691.0,14.9992,-0.1213,100.875,23.75,False,True,False,-1.2272,-4.6308,15,216,1
whisper-medium,phase2,1848,method_1848,regular,2934.0,7611.0,16.5026,-0.116,160.9375,80.7099,False,True,False,-0.2234,-1.6561,15,106,4
whisper-medium,phase2,1721,method_1721_counter,counter,2934.0,1467.0,12.0,-0.1063,140.9375,33.1049,False,True,False,-2.0847,-6.4159,15,148,3
whisper-medium,phase2,1603,method_1603_counter,counter,7611.0,872.0,37.5082,-0.1022,120.8125,36.5422,False,True,False,-1.4931,-6.4594,15,242,1
whisper-medium,phase2,1193,method_1193,regular,283.0,4150.0,46.4908,-0.0514,141.0625,42.4073,False,True,True,4.3433,2.542,15,186,2
whisper-medium,phase2,1720,method_1720_counter,counter,2691.0,1467.0,10.5033,-0.0365,140.875,33.5088,False,True,False,-0.95,-3.6581,15,207,2
whisper-medium,phase2,1710,method_1710_counter,counter,5869.0,1345.0,25.5061,-0.0292,140.9375,0.0,False,False,False,-1.7933,-5.652,15,218,1
whisper-medium,phase2,1746,method_1746_counter,counter,5382.0,1600.0,21.0008,-0.021,100.9375,308.6467,False,True,False,-1.3785,-3.8504,15,163,3
whisper-medium,phase2,1744,method_1744_counter,counter,4525.0,1600.0,17.9982,0.0075,200.875,59.2162,False,True,False,-3.5473,-5.6527,15,100,4
whisper-medium,phase2,1796,method_1796_counter,counter,6400.0,2075.0,19.4995,0.018,160.875,17.7952,False,True,False,-2.3815,-4.7513,15,240,1
whisper-medium,phase2,1155,method_1155,regular,259.0,4150.0,48.025,0.0226,141.125,175.4702,False,True,True,4.2431,2.3887,15,219,1
whisper-medium,phase2,1793,method_1793_counter,counter,4935.0,2075.0,14.9993,0.0229,200.9375,8.5118,False,True,False,-3.1631,-5.4245,15,254,0
whisper-medium,phase2,1778,method_1778_counter,counter,4935.0,1903.0,16.4973,0.0924,200.9375,18.3531,False,True,False,-2.7658,-5.989,15,229,1
whisper-medium,phase2,1034,method_1034_counter,counter,3805.0,200.0,50.9979,0.0964,140.875,0.0,False,False,False,-1.6716,-6.4328,15,65,5
whisper-medium,phase2,1355,method_1355_counter,counter,1345.0,436.0,19.5025,0.1013,120.875,0.0,False,False,False,0.9011,-0.6984,15,69,5
whisper-medium,phase2,1794,method_1794_counter,counter,5382.0,2075.0,16.5004,0.104,200.9375,15.286,False,True,False,-3.0002,-5.3727,15,168,2
whisper-medium,phase2,1676,method_1676,regular,1234.0,1745.0,5.9986,0.1477,120.9375,0.0,False,False,False,0.0306,-1.3109,15,235,1
whisper-medium,phase2,1776,method_1776_counter,counter,4150.0,1903.0,13.498,0.1482,160.9375,0.0,False,False,False,-2.996,-6.1075,15,134,3
whisper-medium,phase2,1273,method_1273_counter,counter,7611.0,336.0,54.0186,0.1527,120.8125,0.0,False,False,False,-1.0362,-7.789,15,250,0
whisper-medium,phase2,1387,method_1387_counter,counter,1345.0,476.0,17.9829,0.1715,120.875,0.0,False,False,False,0.5336,-0.7327,15,59,5
whisper-medium,phase2,1709,method_1709_counter,counter,5382.0,1345.0,24.0064,0.1726,100.9375,0.0,False,False,False,-1.7346,-5.4671,15,174,2
whisper-medium,phase2,1729,method_1729_counter,counter,5869.0,1467.0,24.003,0.2476,100.9375,0.0,False,False,False,-1.391,-5.2828,15,224,1
whisper-medium,phase2,1116,method_1116,regular,238.0,4150.0,49.4889,0.2562,141.125,0.0,False,False,False,3.2806,1.8769,15,180,2
whisper-medium,phase2,1677,method_1677,regular,1234.0,1903.0,7.4992,0.2611,160.9375,0.0,False,False,False,-0.1569,-0.9062,15,249,1
whisper-medium,phase2,1763,method_1763_counter,counter,5382.0,1745.0,19.499,0.2733,200.9375,0.0,False,False,False,-3.5942,-6.0937,15,228,1
whisper-medium,phase2,1808,method_1808_counter,counter,5382.0,2263.0,14.9989,0.2757,100.9375,0.0,False,False,False,-1.9633,-5.1917,15,132,3
whisper-medium,phase2,1722,method_1722_counter,counter,3200.0,1467.0,13.5024,0.2759,140.875,0.0,False,False,False,-2.3863,-6.9376,15,172,2
whisper-medium,phase2,1577,method_1577_counter,counter,6979.0,800.0,37.4994,0.2994,100.875,0.0,False,False,False,-1.8849,-5.7819,15,215,1
whisper-medium,phase2,1809,method_1809_counter,counter,5869.0,2263.0,16.4985,0.3039,100.9375,0.0,False,False,False,-1.641,-3.8153,15,197,2
whisper-medium,phase2,1418,method_1418_counter,counter,1345.0,519.0,16.4856,0.3063,100.875,0.0,False,False,False,0.3051,-0.7513,15,83,5
whisper-medium,phase2,1764,method_1764_counter,counter,5869.0,1745.0,20.9987,0.3407,100.9375,0.0,False,False,False,-2.0273,-5.2517,15,252,0
whisper-medium,phase2,1762,method_1762_counter,counter,4935.0,1745.0,17.9979,0.3585,200.9375,0.0,False,False,False,-3.7345,-5.9528,15,244,1
whisper-medium,phase2,1807,method_1807_counter,counter,4935.0,2263.0,13.4978,0.3586,160.9375,0.0,False,False,False,-2.7974,-5.251,15,188,2
whisper-medium,phase2,1730,method_1730_counter,counter,6400.0,1467.0,25.5024,0.3653,100.875,0.0,False,False,False,-2.0819,-6.2677,15,231,1
whisper-medium,phase2,1504,method_1504_counter,counter,1234.0,673.0,10.496,0.3735,120.9375,0.0,False,False,False,0.0083,-0.3762,15,209,2
whisper-medium,phase2,1810,method_1810_counter,counter,6400.0,2263.0,17.998,0.3908,160.875,0.0,False,False,False,-2.6357,-4.8385,15,246,1
whisper-medium,phase2,1155,method_1155_counter,counter,4150.0,259.0,48.025,0.4192,160.9375,0.0,False,False,False,-2.8113,-8.1583,15,112,4
whisper-medium,phase2,1032,method_1032_counter,counter,3200.0,200.0,48.0,0.4679,120.875,0.0,False,False,False,-1.2682,-6.0994,15,119,4
whisper-medium,phase2,1765,method_1765_counter,counter,6400.0,1745.0,22.4981,0.4854,100.875,0.0,False,False,False,-2.4843,-6.249,15,202,2
whisper-medium,phase2,1116,method_1116_counter,counter,4150.0,238.0,49.4889,0.5065,140.9375,0.0,False,False,False,-1.7656,-7.0156,15,56,5
whisper-medium,phase2,1230,method_1230_counter,counter,4150.0,308.0,45.0253,0.5095,160.9375,0.0,False,False,False,-2.7285,-8.1179,15,61,5
whisper-medium,phase2,1614,method_1614_counter,counter,2468.0,951.0,16.5099,0.5785,140.9375,0.0,False,False,False,-0.6849,-3.7536,15,241,1
whisper-medium,phase2,1602,method_1602_counter,counter,6979.0,872.0,36.0074,0.6989,100.875,0.0,False,False,False,-2.1321,-6.0977,15,222,1
whisper-medium,phase2,1324,method_1324_counter,counter,1600.0,400.0,24.0,0.7349,160.875,0.0,False,False,False,-0.9181,-5.4842,15,102,4
whisper-medium,phase2,1266,method_1266_counter,counter,4150.0,336.0,43.5189,0.7883,160.9375,0.0,False,False,False,-2.5523,-7.6522,15,39,5
whisper-medium,phase2,1073,method_1073_counter,counter,3200.0,218.0,46.5081,0.7938,120.875,0.0,False,False,False,-1.1664,-6.5646,15,156,3
whisper-medium,phase2,1551,method_1551_counter,counter,6979.0,734.0,38.99,0.956,100.875,0.0,False,False,False,-2.0923,-6.0453,15,217,1
whisper-medium,phase2,1400,method_1400_counter,counter,4150.0,476.0,37.4889,1.0026,160.9375,0.0,False,False,False,-2.1922,-5.9603,15,116,4
whisper-medium,phase2,1708,method_1708_counter,counter,4935.0,1345.0,22.5053,1.0056,200.9375,0.0,False,False,False,-4.1418,-5.7467,15,220,1
whisper-medium,phase2,1301,method_1301_counter,counter,4150.0,367.0,41.9911,1.0636,160.9375,0.0,False,False,False,-2.5334,-7.7067,15,54,5
whisper-medium,phase2,1727,method_1727_counter,counter,4935.0,1467.0,21.0022,1.0653,180.9375,0.0,False,False,False,-3.1733,-5.4119,15,221,1
whisper-medium,phase2,1557,method_1557_counter,counter,1234.0,800.0,7.5032,1.0906,120.9375,0.0,False,False,False,-0.6297,-0.4128,15,208,2
whisper-medium,phase2,1193,method_1193_counter,counter,4150.0,283.0,46.4908,1.1102,160.9375,0.0,False,False,False,-2.8778,-7.8924,15,60,5
whisper-medium,phase2,1621,method_1621_counter,counter,4525.0,951.0,27.0048,1.1364,160.875,0.0,False,False,False,-3.4165,-7.0056,15,137,3
whisper-medium,phase2,1619,method_1619_counter,counter,3805.0,951.0,24.0046,1.1433,160.875,0.0,False,False,False,-3.6102,-7.1698,15,194,2
whisper-medium,phase2,1601,method_1601_counter,counter,6400.0,872.0,34.5081,1.1828,120.875,0.0,False,False,False,-2.2212,-5.6385,15,189,2
whisper-medium,phase2,1583,method_1583_counter,counter,1345.0,872.0,7.5025,1.268,120.875,0.0,False,False,False,-0.7639,-0.5458,15,198,2
whisper-medium,phase2,1518,method_1518_counter,counter,4150.0,673.0,31.4932,1.3071,200.9375,0.0,False,False,False,-2.6222,-5.7941,15,80,5
whisper-medium,phase2,1432,method_1432_counter,counter,4525.0,519.0,37.4893,1.5542,200.875,0.0,False,False,False,-3.0183,-5.799,15,90,5
whisper-medium,phase2,1487,method_1487_counter,counter,3200.0,617.0,28.4968,1.6662,120.875,0.0,False,False,False,-2.0682,-6.2822,15,177,2
whisper-medium,phase2,1401,method_1401_counter,counter,4525.0,476.0,38.9866,1.7411,200.875,0.0,False,False,False,-2.9376,-5.655,15,81,5
whisper-medium,phase2,1565,method_1565_counter,counter,2468.0,800.0,19.5032,1.827,120.9375,0.0,False,False,False,-1.2043,-2.4801,15,206,2
whisper-medium,phase2,1515,method_1515_counter,counter,3200.0,673.0,26.9927,1.9727,200.875,0.0,False,False,False,-3.0594,-6.614,15,142,3
whisper-medium,phase2,1568,method_1568_counter,counter,3200.0,800.0,24.0,2.3572,200.875,0.0,False,False,False,-3.5429,-6.0161,15,170,2
whisper-small,literature,21,method_21,regular,1000.0,1850.0,10.6503,-1.4879,160.875,1.5588,True,True,True,0.7403,0.1827,15,2,5
whisper-small,literature,20,method_20,regular,1000.0,1850.0,10.6503,-1.4839,160.875,1.5641,True,True,True,0.7423,0.193,15,1,5
whisper-small,literature,60,method_60,regular,1000.0,1500.0,7.0196,-1.3235,220.875,1.5692,True,True,True,1.3511,-0.012,15,6,4
whisper-small,literature,55,method_55,regular,1000.0,2000.0,12.0,-1.3201,160.875,1.8912,True,True,True,0.6764,0.1127,15,19,3
whisper-small,literature,19,method_19_counter,counter,1850.0,1000.0,10.6503,-1.1875,140.9375,1.4012,True,True,False,0.488,-0.8736,15,3,4
whisper-small,literature,18,method_18_counter,counter,1850.0,1000.0,10.6503,-1.1714,140.9375,1.4247,True,True,False,0.4904,-0.859,15,5,4
whisper-small,literature,17,method_17_counter,counter,1850.0,1000.0,10.6503,-1.1598,140.9375,1.4334,True,True,False,0.4877,-0.8545,15,4,4
whisper-small,literature,9,method_9,regular,600.0,1000.0,8.8436,-1.0808,171.0,1.2943,True,True,True,0.5623,0.0661,15,14,3
whisper-small,literature,44,method_44,regular,633.0,1000.0,7.9167,-0.9924,210.875,1.3068,True,True,True,0.5856,-0.2463,15,18,3
whisper-small,literature,30,method_30_counter,counter,1200.0,1000.0,3.1564,-0.9741,140.9375,1.6212,True,True,True,0.2616,-0.2613,15,20,3
whisper-small,literature,29,method_29_counter,counter,1200.0,1000.0,3.1564,-0.971,140.9375,1.6334,True,True,True,0.2582,-0.2618,15,21,3
whisper-small,literature,31,method_31_counter,counter,1200.0,1000.0,3.1564,-0.9689,140.9375,1.6255,True,True,True,0.262,-0.2612,15,23,3
whisper-small,literature,28,method_28_counter,counter,1200.0,1000.0,3.1564,-0.9672,140.9375,1.633,True,True,True,0.2586,-0.2631,15,24,3
whisper-small,literature,32,method_32_counter,counter,1200.0,1000.0,3.1564,-0.9626,140.9375,1.6364,True,True,True,0.2576,-0.2619,15,25,3
whisper-small,literature,53,method_53_counter,counter,1200.0,1000.0,3.1564,-0.9162,100.9375,1.5655,True,True,True,0.7436,-0.1822,15,12,3
whisper-small,literature,10,method_10_counter,counter,1122.0,1000.0,1.9929,-0.7274,180.9375,1.3416,False,True,True,0.9329,0.2287,15,44,1
whisper-small,literature,55,method_55_counter,counter,2000.0,1000.0,12.0,-0.6689,220.9375,1.7374,False,True,True,1.1286,-0.3663,15,15,3
whisper-small,literature,31,method_31,regular,1000.0,1200.0,3.1564,-0.5717,180.875,1.1457,False,True,True,0.3479,-0.0571,15,28,2
whisper-small,literature,32,method_32,regular,1000.0,1200.0,3.1564,-0.5715,180.875,1.1359,False,True,True,0.345,-0.0597,15,32,2
whisper-small,literature,28,method_28,regular,1000.0,1200.0,3.1564,-0.5691,180.875,1.14,False,True,True,0.3424,-0.0607,15,29,2
whisper-small,literature,30,method_30,regular,1000.0,1200.0,3.1564,-0.565,180.875,1.1422,False,True,True,0.3419,-0.0561,15,31,2
whisper-small,literature,29,method_29,regular,1000.0,1200.0,3.1564,-0.5595,180.875,1.1369,False,True,True,0.3365,-0.0563,15,30,2
whisper-small,literature,44,method_44_counter,counter,1000.0,633.0,7.9167,-0.4664,150.875,2.6064,False,True,True,0.0958,0.0122,15,27,2
whisper-small,literature,33,method_33,regular,1000.0,1200.0,3.1564,-0.4436,140.875,1.7971,False,True,True,0.1959,-0.0394,15,36,2
whisper-small,literature,27,method_27,regular,1000.0,1064.0,1.074,-0.4314,120.875,5.4965,False,True,False,0.0226,-0.4372,15,35,2
whisper-small,literature,60,method_60_counter,counter,1500.0,1000.0,7.0196,-0.405,140.9375,3.9946,False,True,False,0.0382,-0.553,15,9,3
whisper-small,literature,37,method_37_counter,counter,1050.0,1000.0,0.8447,-0.3558,180.875,1.9467,False,True,True,0.4371,0.3245,15,43,2
whisper-small,literature,12,method_12,regular,1000.0,1200.0,3.1564,-0.3408,140.875,1.7784,False,True,True,-0.0398,-0.1881,15,40,2
whisper-small,literature,43,method_43_counter,counter,700.0,633.0,1.7418,-0.2982,150.875,2.0914,False,True,True,0.1296,0.0121,15,48,0
whisper-small,literature,43,method_43,regular,633.0,700.0,1.7418,-0.294,210.875,0.7736,False,True,True,0.2328,-0.0739,15,26,2
whisper-small,literature,19,method_19,regular,1000.0,1850.0,10.6503,-0.247,100.875,4.646,False,True,True,-0.1422,-0.2193,15,13,3
whisper-small,literature,18,method_18,regular,1000.0,1850.0,10.6503,-0.2263,100.875,4.8991,False,True,True,-0.1329,-0.1829,15,11,3
whisper-small,literature,17,method_17,regular,1000.0,1850.0,10.6503,-0.2256,100.875,4.8729,False,True,True,-0.123,-0.161,15,10,3
whisper-small,literature,21,method_21_counter,counter,1850.0,1000.0,10.6503,-0.2081,220.9375,1.8238,False,True,False,0.3199,-0.3529,15,16,3
whisper-small,literature,20,method_20_counter,counter,1850.0,1000.0,10.6503,-0.1999,220.9375,1.9109,False,True,False,0.3219,-0.3472,15,17,3
whisper-small,literature,37,method_37,regular,1000.0,1050.0,0.8447,-0.1879,120.875,3.4287,False,True,False,-0.1969,-0.5499,15,41,2
whisper-small,literature,10,method_10,regular,1000.0,1122.0,1.9929,-0.1172,120.875,7.27,False,True,False,-0.2611,-0.6293,15,42,2
whisper-small,literature,53,method_53,regular,1000.0,1200.0,3.1564,-0.0582,200.875,3.3593,False,True,False,0.0678,-0.2458,15,34,2
whisper-small,literature,74,method_74_counter,counter,1500.0,1000.0,7.0196,-0.0381,100.9375,0.0,False,False,False,0.1706,-0.0017,15,39,2
whisper-small,literature,9,method_9_counter,counter,1000.0,600.0,8.8436,0.007,110.875,0.0,False,False,False,-0.1596,0.0371,15,38,2
whisper-small,literature,72,method_72,regular,1000.0,1200.0,3.1564,0.0221,100.875,1.7052,False,True,True,0.0807,-0.0039,15,8,4
whisper-small,literature,75,method_75,regular,1000.0,1200.0,3.1564,0.0237,100.875,1.7097,False,True,True,0.0749,-0.0116,15,7,4
whisper-small,literature,33,method_33_counter,counter,1200.0,1000.0,3.1564,0.0384,220.9375,20.7019,False,True,True,0.3578,0.0544,15,33,2
whisper-small,literature,12,method_12_counter,counter,1200.0,1000.0,3.1564,0.0896,100.9375,0.0,False,False,False,0.0252,-0.2538,15,37,2
whisper-small,literature,75,method_75_counter,counter,1200.0,1000.0,3.1564,0.1022,220.9375,5.0587,False,True,False,-0.2532,-0.1415,15,46,1
whisper-small,literature,72,method_72_counter,counter,1200.0,1000.0,3.1564,0.1065,220.9375,5.3109,False,True,False,-0.2543,-0.1475,15,47,1
whisper-small,literature,74,method_74,regular,1000.0,1500.0,7.0196,0.1096,120.875,0.8085,False,True,True,0.096,-0.0401,15,22,3
whisper-small,literature,27,method_27_counter,counter,1064.0,1000.0,1.074,0.254,160.875,2.0501,False,True,True,0.1161,0.3119,15,45,1
whisper-small,phase2,1812,method_1812,regular,2263.0,7611.0,20.9982,-3.3269,200.875,1.3486,True,True,True,3.5784,0.3975,15,1,6
whisper-small,phase2,1578,method_1578,regular,800.0,7611.0,39.0002,-3.1318,220.9375,1.592,True,True,True,4.1337,1.127,15,24,5
whisper-small,phase2,1525,method_1525,regular,673.0,7611.0,41.9929,-3.054,200.8125,1.6315,True,True,True,4.0584,1.1348,15,6,6
whisper-small,phase2,1882,method_1882,regular,4150.0,7611.0,10.4997,-2.9654,200.9375,1.2691,True,True,True,3.0989,0.5497,15,5,6
whisper-small,phase2,1552,method_1552,regular,734.0,7611.0,40.4908,-2.9346,200.875,1.6642,True,True,True,3.9543,1.2047,15,104,4
whisper-small,phase2,1798,method_1798,regular,2075.0,7611.0,22.4997,-2.9191,200.9375,1.4452,True,True,True,3.3846,0.7713,15,33,5
whisper-small,phase2,1603,method_1603,regular,872.0,7611.0,37.5082,-2.8745,200.9375,1.834,True,True,True,4.3724,1.497,15,4,6
whisper-small,phase2,1627,method_1627,regular,951.0,7611.0,36.0068,-2.8592,220.875,1.8719,True,True,True,4.7088,1.5355,15,3,6
whisper-small,phase2,1825,method_1825,regular,2468.0,7611.0,19.4969,-2.8416,200.9375,1.3492,True,True,True,3.1877,0.5216,15,21,5
whisper-small,phase2,1848,method_1848,regular,2934.0,7611.0,16.5026,-2.7169,200.9375,1.4808,True,True,True,3.1215,0.3655,15,106,4
whisper-small,phase2,1650,method_1650,regular,1037.0,7611.0,34.508,-2.5794,220.875,1.8986,True,True,True,4.3041,1.4113,15,30,5
whisper-small,phase2,1750,method_1750,regular,1600.0,7611.0,27.0002,-2.5701,140.875,0.9288,True,True,True,2.0848,0.918,15,2,6
whisper-small,phase2,1875,method_1875,regular,3805.0,7611.0,12.0023,-2.5212,200.875,1.0982,True,True,True,2.3994,0.321,15,46,5
whisper-small,phase2,1713,method_1713,regular,1345.0,7611.0,30.0058,-2.3533,220.875,1.7826,True,True,True,3.7776,0.9189,15,93,4
whisper-small,phase2,1767,method_1767,regular,1745.0,7611.0,25.4983,-2.2033,160.9375,0.9136,True,True,True,2.3767,1.1728,15,94,4
whisper-small,phase2,1273,method_1273,regular,336.0,7611.0,54.0186,-2.1795,200.75,2.0969,True,True,True,3.5482,1.2861,15,50,5
whisper-small,phase2,1783,method_1783,regular,1903.0,7611.0,23.9977,-2.1366,200.875,1.7694,True,True,True,3.0516,1.0737,15,29,5
whisper-small,phase2,1200,method_1200,regular,283.0,7611.0,56.9905,-1.9156,201.0625,1.9921,True,True,True,2.9071,1.0536,15,57,5
whisper-small,phase2,1116,method_1116_counter,counter,4150.0,238.0,49.4889,-1.8934,100.9375,0.5872,True,True,True,0.6485,-0.4943,15,56,5
whisper-small,phase2,1105,method_1105_counter,counter,1600.0,238.0,32.9885,-1.7454,140.875,1.1981,True,True,True,0.979,0.0513,15,95,4
whisper-small,phase2,1808,method_1808,regular,2263.0,5382.0,14.9989,-1.7099,200.875,1.3809,True,True,True,1.6243,0.3222,15,73,5
whisper-small,phase2,1193,method_1193_counter,counter,4150.0,283.0,46.4908,-1.7057,100.9375,0.8777,True,True,True,0.4979,-0.6273,15,60,5
whisper-small,phase2,1024,method_1024_counter,counter,1600.0,200.0,36.0,-1.6956,140.875,1.3104,True,True,True,0.9616,0.0247,15,51,5
whisper-small,phase2,1144,method_1144_counter,counter,1600.0,259.0,31.5246,-1.6695,140.875,1.3848,True,True,True,0.8771,0.0075,15,37,5
